url,template,file,indexable,in_sitemap,title_len,meta_desc_len,h1_count,heading_skips,wa_ctas,tel_links,forms,schema,checks_performed,viewports_inspected,result,untested
/agra-to-firozabad/,rebuilt,agra-to-firozabad/index.html,index,yes,55,155,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-gokul-nandgaon-taxi/,rebuilt,agra-to-gokul-nandgaon-taxi/index.html,index,yes,50,163,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-govardhan-taxi/,rebuilt,agra-to-govardhan-taxi/index.html,index,yes,55,156,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-gwalior/,rebuilt,agra-to-gwalior/index.html,index,yes,53,166,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-hathras/,rebuilt,agra-to-hathras/index.html,index,yes,53,180,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-jaipur-taxi/,rebuilt,agra-to-jaipur-taxi/index.html,index,yes,72,188,1,0,10,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-kaila-devi-temple-taxi/,rebuilt,agra-to-kaila-devi-temple-taxi/index.html,index,yes,52,177,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-karauli-taxi/,rebuilt,agra-to-karauli-taxi/index.html,index,yes,48,150,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-mathura-taxi/,rebuilt,agra-to-mathura-taxi/index.html,index,yes,54,190,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-mathura-vrindavan/,legacy,agra-to-mathura-vrindavan/index.html,index,NO,62,102,1,0,5,19,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 38; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-mehandipur-balaji-taxi/,rebuilt,agra-to-mehandipur-balaji-taxi/index.html,index,yes,53,171,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-rajasthan-temple-tour/,rebuilt,agra-to-rajasthan-temple-tour/index.html,index,yes,56,153,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-shikohabad/,rebuilt,agra-to-shikohabad/index.html,index,yes,56,155,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-sirsaganj/,rebuilt,agra-to-sirsaganj/index.html,index,yes,55,166,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-tundla/,rebuilt,agra-to-tundla/index.html,index,yes,50,158,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/agra-to-vrindavan-cab/,rebuilt,agra-to-vrindavan-cab/index.html,index,yes,60,184,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-airport-taxi-guide/,legacy,blog/agra-airport-taxi-guide/index.html,index,yes,62,15,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 8; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-cantt-to-taj-mahal-taxi-guide/,legacy,blog/agra-cantt-to-taj-mahal-taxi-guide/index.html,index,yes,52,170,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 10; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-mathura-vrindavan-one-day-trip/,legacy,blog/agra-mathura-vrindavan-one-day-trip/index.html,index,yes,83,158,1,2,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 57; h1=1; heading-level skips 2,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-one-day-sightseeing/,legacy,blog/agra-one-day-sightseeing/index.html,index,yes,81,158,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 56; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-to-jaipur-taxi-route-guide/,legacy,blog/agra-to-jaipur-taxi-route-guide/index.html,index,yes,52,157,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 56; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/agra-to-mehandipur-balaji-travel-guide/,legacy,blog/agra-to-mehandipur-balaji-travel-guide/index.html,index,yes,56,159,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 10; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/best-temples-in-vrindavan-by-cab/,legacy,blog/best-temples-in-vrindavan-by-cab/index.html,index,yes,41,50,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 56; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/best-time-to-visit-taj-mahal/,legacy,blog/best-time-to-visit-taj-mahal/index.html,index,yes,75,159,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 14; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/braj-yatra-from-agra-by-cab/,legacy,blog/braj-yatra-from-agra-by-cab/index.html,index,yes,91,157,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 56; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/,legacy,blog/index.html,index,yes,87,144,1,1,4,5,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 20; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/kaila-devi-mehandipur-balaji-one-day-tour-from-agra/,legacy,blog/kaila-devi-mehandipur-balaji-one-day-tour-from-agra/index.html,index,yes,70,168,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 55; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/kaila-devi-temple-karauli-guide/,legacy,blog/kaila-devi-temple-karauli-guide/index.html,index,yes,66,131,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 10; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/mathura-vrindavan-travel-guide/,legacy,blog/mathura-vrindavan-travel-guide/index.html,index,yes,94,155,1,3,5,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 54; h1=1; heading-level skips 3,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/senior-citizen-temple-tours-from-agra/,legacy,blog/senior-citizen-temple-tours-from-agra/index.html,index,yes,46,173,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 11; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/taj-mahal-sunrise-by-private-cab/,legacy,blog/taj-mahal-sunrise-by-private-cab/index.html,index,yes,59,179,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 8; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/blog/taj-mahal-visiting-guide/,legacy,blog/taj-mahal-visiting-guide/index.html,index,yes,79,187,1,1,5,6,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 15; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/book/,rebuilt,book/index.html,index,NO,58,131,1,0,2,6,1,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 47; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/contact/,legacy,contact/index.html,index,yes,52,168,1,2,7,7,1,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 10; h1=1; heading-level skips 2,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/crm/pst-crm-simple.html,legacy,crm/pst-crm-simple.html,noindex,NO,31,0,1,,0,2,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/driver-app/icons/generate-icons.html,other,driver-app/icons/generate-icons.html,index,NO,30,0,1,,0,0,,no,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,none,not tested,all rendered checks
/driver-app/,other,driver-app/index.html,noindex,NO,31,0,1,,0,0,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/driver-communication-helper.html,other,driver-communication-helper.html,noindex,NO,49,0,1,,0,0,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/fatehpur-sikri/,rebuilt,fatehpur-sikri/index.html,index,yes,68,156,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/fleet/,rebuilt,fleet/index.html,index,yes,64,151,1,0,6,4,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 50; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/golden-triangle-agra-jaipur-delhi/,rebuilt,golden-triangle-agra-jaipur-delhi/index.html,index,yes,70,200,1,0,8,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 6; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/image-audit.html,other,image-audit.html,noindex,NO,50,0,1,,0,0,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/,legacy,index.html,index,yes,55,179,1,0,7,17,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 48; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/jaipur-to-agra-taxi/,rebuilt,jaipur-to-agra-taxi/index.html,index,yes,48,142,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/mathura-vrindavan-barsana/,rebuilt,mathura-vrindavan-barsana/index.html,index,yes,53,159,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/mathura-vrindavan-tour-from-agra/,rebuilt,mathura-vrindavan-tour-from-agra/index.html,index,yes,60,190,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/outstation-cabs-agra/,rebuilt,outstation-cabs-agra/index.html,index,yes,68,168,1,0,10,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/partners/,rebuilt,partners/index.html,index,yes,57,176,1,1,4,5,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 2; h1=1; heading-level skips 1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/review-helper.html,legacy,review-helper.html,noindex,NO,43,109,0,,3,4,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/route-finder/,legacy,route-finder/index.html,index,yes,79,195,1,2,37,5,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 3; h1=1; heading-level skips 2,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/taj-mahal-agra-fort.html,legacy,taj-mahal-agra-fort.html,noindex,NO,35,0,1,,0,1,,no,static parse only,none,excluded from audit (noindex internal tool),all rendered checks
/taj-mahal-sunrise-taxi/,rebuilt,taj-mahal-sunrise-taxi/index.html,index,yes,64,167,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
/taj-mahal-taxi/,rebuilt,taj-mahal-taxi/index.html,index,yes,62,165,1,0,9,7,0,yes,static parse; rendered layout; contrast sampling; tap targets; heading order; img alt; CTA presence,360 390 768 1440,PASS no horizontal overflow; contrast nodes flagged 51; h1=1,live-network render; real-device touch; screen-reader pass; form submission; visual design review
